,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2022,FLORIDA-EAST,"SHARK, BONNETHEAD","30,195",14,,Public,Recreational,,160502,MRIP
2022,FLORIDA-EAST,"SHARK, BONNETHEAD",,,,Confidential,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, BULL","3,561",2,"1,882",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, FINETOOTH","28,135",13,,Public,Recreational,,160409,MRIP
2022,FLORIDA-EAST,"SHARK, FINETOOTH",,,,Confidential,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, LEMON","1,992",1,"1,173",Public,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, MAKO, SHORTFIN","2,730",1,"4,727",Public,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, NURSE","97,870",44,,Public,Recreational,,159977,MRIP
2022,FLORIDA-EAST,"SHARK, NURSE",,,,Confidential,Commercial,Ginglymostoma cirratum,159977,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, REQUIEM",,,,Public,Recreational,,160178,MRIP
2022,FLORIDA-EAST,"SHARK, SANDBAR","24,210",11,"17,085",Public,Commercial,Carcharhinus plumbeus,160289,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, SHARPNOSE, ATLANTIC","58,328",26,"55,433",Public,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, SHARPNOSE, ATLANTIC","4,433",2,,Public,Recreational,,160200,MRIP
2022,FLORIDA-EAST,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, SILKY","28,501",13,,Public,Recreational,,160310,MRIP
2022,FLORIDA-EAST,"SHARK, SPINNER","5,766",3,"4,316",Public,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2022,FLORIDA-EAST,"SHARK, SPINNER","19,928",9,,Public,Recreational,,160401,MRIP
2022,FLORIDA-EAST,"SHARK, TIGER",946,0,549,Public,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2022,FLORIDA-EAST,"SHARKS, PELAGIC **",962,0,"22,384",Public,Commercial,Lamniformes,159851,ACCSP
2022,FLORIDA-EAST,SHARKSUCKER,,,,Confidential,Commercial,Echeneis naucrates,168575,ACCSP
2022,FLORIDA-EAST,SHEEPSHEAD,"122,420",56,"261,188",Public,Commercial,Archosargus probatocephalus,169189,ACCSP
2022,FLORIDA-EAST,SHEEPSHEAD,"1,657,675",752,,Public,Recreational,,169189,MRIP
2022,FLORIDA-EAST,"SHRIMP, BANDED CORAL","1,508",1,"2,695",Public,Commercial,Stenopus hispidus,97298,ACCSP
2022,FLORIDA-EAST,"SHRIMP, BROWN","604,569",274,"990,361",Public,Commercial,Penaeus aztecus,95605,ACCSP
2022,FLORIDA-EAST,"SHRIMP, CLEANER",,,,Confidential,Commercial,Lysmata grabhami,96896,ACCSP
2022,FLORIDA-EAST,"SHRIMP, GOLDEN CORAL",,,,Confidential,Commercial,Stenopus,97297,ACCSP
2022,FLORIDA-EAST,"SHRIMP, MARINE **","23,177,849","10,513","7,515,477",Public,Commercial,Dendrobranchiata,95600,ACCSP
2022,FLORIDA-EAST,"SHRIMP, NORTHERN PINK","380,327",173,"797,724",Public,Commercial,Penaeus duorarum,95608,ACCSP
2022,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE","3,364,632","1,526","10,116,413",Public,Commercial,Penaeus setiferus,95610,ACCSP
2022,FLORIDA-EAST,"SHRIMP, PEDERSON CLEANER",,,,Confidential,Commercial,Ancylomenes pedersoni,1191612,ACCSP
2022,FLORIDA-EAST,"SHRIMP, PEPPERMINT","2,490",1,"3,191",Public,Commercial,Lysmata wurdemanni,96893,ACCSP
2022,FLORIDA-EAST,"SHRIMP, ROYAL RED",,,,Confidential,Commercial,Pleoticus robustus,95966,ACCSP
2022,FLORIDA-EAST,"SHRIMP, SPOTTED CLEANER",,,,Confidential,Commercial,Periclimenes yucatanicus,96424,ACCSP
2022,FLORIDA-EAST,"SHRIMPS, BAIT **","301,349",137,"1,113,567",Public,Commercial,Penaeus,95603,ACCSP
2022,FLORIDA-EAST,"SHRIMPS, PENAEOID **","9,925",5,"20,963",Public,Commercial,Penaeoidea,95601,ACCSP
2022,FLORIDA-EAST,"SHRIMPS, PISTOL OR SNAPPING **",,,,Confidential,Commercial,Alpheus,96601,ACCSP
2022,FLORIDA-EAST,"SHRIMPS, ROCK **","3,686,621","1,672","5,886,488",Public,Commercial,Sicyonia,96027,ACCSP
2022,FLORIDA-EAST,"SKATES, RAJIDAE (FAMILY) **","2,964",1,"1,914",Public,Commercial,Rajidae,160845,ACCSP
2022,FLORIDA-EAST,"SLUG, LETTUCE",,,,Confidential,Commercial,Elysia crispata,567533,ACCSP
2022,FLORIDA-EAST,"SNAIL, BRUISED NASSA",,,,Confidential,Commercial,Nassarius vibex,74107,ACCSP
2022,FLORIDA-EAST,SNAILS **,,,,Confidential,Commercial,Gastropoda,69459,ACCSP
2022,FLORIDA-EAST,"SNAILS, CERITHIDEAN **","138,516",63,"13,910",Public,Commercial,Cerithidea,71935,ACCSP
2022,FLORIDA-EAST,"SNAILS, NASSA **",,,,Confidential,Commercial,Nassarius,74103,ACCSP
2022,FLORIDA-EAST,"SNAILS, NERITES **","120,950",55,"13,787",Public,Commercial,Neritidae,70159,ACCSP
2022,FLORIDA-EAST,"SNAILS, TOPSNAIL **",,,,Confidential,Commercial,Trochidae,69794,ACCSP
2022,FLORIDA-EAST,"SNAILS, TURBAN **",,,,Confidential,Commercial,Turbinidae,566920,ACCSP
2022,FLORIDA-EAST,"SNAPPER, BLACKFIN",24,0,,Public,Recreational,,168852,MRIP
2022,FLORIDA-EAST,"SNAPPER, BLACKFIN",112,0,497,Public,Commercial,Lutjanus buccanella,168852,ACCSP
2022,FLORIDA-EAST,"SNAPPER, CUBERA","5,397",2,,Public,Recreational,,168847,MRIP
2022,FLORIDA-EAST,"SNAPPER, CUBERA","1,385",1,"5,413",Public,Commercial,Lutjanus cyanopterus,168847,ACCSP
2022,FLORIDA-EAST,"SNAPPER, DOG",46,0,258,Public,Commercial,Lutjanus jocu,168857,ACCSP
2022,FLORIDA-EAST,"SNAPPER, DOG","9,478",4,,Public,Recreational,,168857,MRIP
2022,FLORIDA-EAST,"SNAPPER, GRAY","18,079",8,"85,542",Public,Commercial,Lutjanus griseus,168848,ACCSP
2022,FLORIDA-EAST,"SNAPPER, GRAY","2,003,386",909,,Public,Recreational,,168848,MRIP
2022,FLORIDA-EAST,"SNAPPER, LANE","90,308",41,,Public,Recreational,,168860,MRIP
2022,FLORIDA-EAST,"SNAPPER, LANE",493,0,"2,227",Public,Commercial,Lutjanus synagris,168860,ACCSP
2022,FLORIDA-EAST,"SNAPPER, MUTTON","22,842",10,"98,411",Public,Commercial,Lutjanus analis,168849,ACCSP
2022,FLORIDA-EAST,"SNAPPER, MUTTON","934,020",424,,Public,Recreational,,168849,MRIP
2022,FLORIDA-EAST,"SNAPPER, QUEEN",,,,Confidential,Commercial,Etelis oculatus,168902,ACCSP
2022,FLORIDA-EAST,"SNAPPER, RED","96,263",44,"603,911",Public,Commercial,Lutjanus campechanus,168853,ACCSP
2022,FLORIDA-EAST,"SNAPPER, RED","1,073,074",487,,Public,Recreational,,168853,MRIP
2022,FLORIDA-EAST,"SNAPPER, SILK","1,135",1,,Public,Recreational,,168861,MRIP
2022,FLORIDA-EAST,"SNAPPER, SILK","1,410",1,"8,251",Public,Commercial,Lutjanus vivanus,168861,ACCSP
2022,FLORIDA-EAST,"SNAPPER, VERMILION","183,183",83,"881,934",Public,Commercial,Rhomboplites aurorubens,168909,ACCSP
2022,FLORIDA-EAST,"SNAPPER, VERMILION","507,015",230,,Public,Recreational,,168909,MRIP
2022,FLORIDA-EAST,"SNAPPER, YELLOWTAIL","513,596",233,,Public,Recreational,,168907,MRIP
2022,FLORIDA-EAST,"SNAPPER, YELLOWTAIL","23,691",11,"116,847",Public,Commercial,Ocyurus chrysurus,168907,ACCSP
2022,FLORIDA-EAST,"SNAPPERS, LUTJANIDAE (FAMILY)",,,,Public,Recreational,,168845,MRIP
2022,FLORIDA-EAST,"SNAPPERS, LUTJANIDAE (FAMILY) **",49,0,224,Public,Commercial,Lutjanidae,168845,ACCSP
2022,FLORIDA-EAST,"SNOOK, COMMON","1,353,247",614,,Public,Recreational,,167648,MRIP
2022,FLORIDA-EAST,"SPADEFISH, ATLANTIC","4,317",2,"4,701",Public,Commercial,Chaetodipterus faber,169539,ACCSP
2022,FLORIDA-EAST,"SPADEFISH, ATLANTIC","451,551",205,,Public,Recreational,,169539,MRIP
2022,FLORIDA-EAST,"SPONGE, RED BALL",915,0,"2,479",Public,Commercial,Haliclona compressa,47782,ACCSP
2022,FLORIDA-EAST,"SPONGES, DEMOSPONGIAE **","1,068",0,"3,405",Public,Commercial,Demospongiae,47528,ACCSP
2022,FLORIDA-EAST,SPOT,"23,771",11,"21,835",Public,Commercial,Leiostomus xanthurus,169267,ACCSP
2022,FLORIDA-EAST,SPOT,"20,587",9,,Public,Recreational,,169267,MRIP
2022,FLORIDA-EAST,SQUIDS **,"17,738",8,"19,518",Public,Commercial,Teuthida,82367,ACCSP
2022,FLORIDA-EAST,SQUIRRELFISH,"6,270",3,,Public,Recreational,,166172,MRIP
2022,FLORIDA-EAST,"SQUIRRELFISH, REEF",,,,Confidential,Commercial,Sargocentron coruscum,622125,ACCSP
2022,FLORIDA-EAST,SQUIRRELFISHES **,72,0,181,Public,Commercial,Holocentridae,166170,ACCSP
2022,FLORIDA-EAST,"STAR, BASKET",,,,Confidential,Commercial,Astrophyton muricatum,157366,ACCSP
2022,FLORIDA-EAST,"STAR, BLACK BRITTLE","1,098",0,"1,280",Public,Commercial,Ophiocoma echinata,157486,ACCSP
2022,FLORIDA-EAST,"STAR, SCALY BRITTLE","1,619",1,"17,805",Public,Commercial,Ophioderma squamosissimum,157518,ACCSP
2022,FLORIDA-EAST,"STAR, SERPENT BRITTLE","1,551",1,"1,537",Public,Commercial,Ophioderma brevispinum,157520,ACCSP
2022,FLORIDA-EAST,"STAR, SPINY SEA",,,,Confidential,Commercial,Echinaster sentus,157187,ACCSP
2022,FLORIDA-EAST,"STARS, BRITTLE **",278,0,318,Public,Commercial,Ophiuroidea,157325,ACCSP
2022,FLORIDA-EAST,"STARS, OTHER SEA **",,,,Confidential,Commercial,Asteroidea,156862,ACCSP
2022,FLORIDA-EAST,"STINGRAY, ATLANTIC","7,624",3,,Public,Recreational,,160953,MRIP
2022,FLORIDA-EAST,"STINGRAY, SOUTHERN","148,612",67,,Public,Recreational,,160951,MRIP
2022,FLORIDA-EAST,"STINGRAY, YELLOW",74,0,862,Public,Commercial,Urobatis jamaicensis,621035,ACCSP
2022,FLORIDA-EAST,"SUNFISH, REDBREAST","2,612",1,,Public,Recreational,,168131,MRIP
2022,FLORIDA-EAST,SUNSHINEFISH,,,,Confidential,Commercial,Chromis insolata,170082,ACCSP
2022,FLORIDA-EAST,"SURGEON, OCEAN",,,,Confidential,Commercial,Acanthurus bahianus,172252,ACCSP
2022,FLORIDA-EAST,SURGEONFISHES **,,,,Confidential,Commercial,Acanthuridae,172250,ACCSP
2022,FLORIDA-EAST,SWORDFISH,"798,306",362,"3,340,965",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2022,FLORIDA-EAST,SWORDFISH,"3,921,513","1,779",,Public,Recreational,,172482,MRIP
2022,FLORIDA-EAST,"TANG, BLUE",277,0,"1,860",Public,Commercial,Acanthurus coeruleus,172254,ACCSP
2022,FLORIDA-EAST,"THREADFIN, LITTLESCALE","83,183",38,,Public,Recreational,,170450,MRIP
2022,FLORIDA-EAST,TILAPIAS **,"29,881",14,"22,639",Public,Commercial,Tilapia,169809,ACCSP
2022,FLORIDA-EAST,"TILEFISH, BLUELINE","1,900",1,"8,346",Public,Commercial,Caulolatilus microps,168543,ACCSP
2022,FLORIDA-EAST,"TILEFISH, BLUELINE",831,0,,Public,Recreational,,168543,MRIP
2022,FLORIDA-EAST,"TILEFISH, GOLDEN","265,918",121,"1,359,403",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2022,FLORIDA-EAST,"TILEFISH, GOLDEN","76,560",35,,Public,Recreational,,168546,MRIP
2022,FLORIDA-EAST,"TILEFISH, SAND",29,0,72,Public,Commercial,Malacanthus plumieri,168548,ACCSP
2022,FLORIDA-EAST,"TILEFISH, SAND",831,0,,Public,Recreational,,168548,MRIP
2022,FLORIDA-EAST,"TOADFISH, OYSTER","2,881",1,,Public,Recreational,,164423,MRIP
2022,FLORIDA-EAST,TOBACCOFISH,,,,Confidential,Commercial,Serranus tabacarius,167859,ACCSP
2022,FLORIDA-EAST,TOMTATE,"94,691",43,,Public,Recreational,,169058,MRIP
2022,FLORIDA-EAST,"TRIGGERFISH, GRAY","597,160",271,,Public,Recreational,,173138,MRIP
2022,FLORIDA-EAST,"TRIGGERFISH, GRAY","62,686",28,"196,679",Public,Commercial,Balistes capriscus,173138,ACCSP
2022,FLORIDA-EAST,"TRIGGERFISH, OCEAN",356,0,"1,528",Public,Commercial,Canthidermis sufflamen,173170,ACCSP
2022,FLORIDA-EAST,"TRIGGERFISH, OCEAN","5,128",2,,Public,Recreational,,173170,MRIP
2022,FLORIDA-EAST,"TRIGGERFISH, QUEEN",840,0,,Public,Recreational,,173139,MRIP
2022,FLORIDA-EAST,TRIGGERFISHES,,,,Public,Recreational,,173128,MRIP
2022,FLORIDA-EAST,TRIPLETAIL,"15,624",7,,Public,Recreational,,169007,MRIP
2022,FLORIDA-EAST,TRIPLETAIL,"1,485",1,"7,137",Public,Commercial,Lobotes surinamensis,169007,ACCSP
2022,FLORIDA-EAST,"TUNA, ALBACORE","112,001",51,"245,655",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2022,FLORIDA-EAST,"TUNA, BIGEYE","54,181",25,"217,156",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2022,FLORIDA-EAST,"TUNA, BLACKFIN","587,041",266,,Public,Recreational,,172427,MRIP
2022,FLORIDA-EAST,"TUNA, BLACKFIN","8,229",4,"12,944",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2022,FLORIDA-EAST,"TUNA, BLUEFIN","10,380",5,"44,150",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2022,FLORIDA-EAST,"TUNA, LITTLE TUNNY","2,361,243","1,071",,Public,Recreational,,172402,MRIP
2022,FLORIDA-EAST,"TUNA, LITTLE TUNNY","294,466",134,"211,220",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2022,FLORIDA-EAST,"TUNA, SKIPJACK","36,520",17,,Public,Recreational,,172401,MRIP
2022,FLORIDA-EAST,"TUNA, SKIPJACK",216,0,436,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2022,FLORIDA-EAST,"TUNA, YELLOWFIN","104,857",48,"433,122",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2022,FLORIDA-EAST,"TUNA, YELLOWFIN","3,558",2,,Public,Recreational,,172423,MRIP
2022,FLORIDA-EAST,TUNAS,,,,Public,Recreational,,172418,MRIP
2022,FLORIDA-EAST,"TUNICATES, SEA SQUIRTS **",,,,Confidential,Commercial,Ascidiacea,158854,ACCSP
2022,FLORIDA-EAST,"URCHIN, GREEN SEA, (L. VARIEGATUS)",773,0,532,Public,Commercial,Lytechinus variegatus,157921,ACCSP
2022,FLORIDA-EAST,"URCHIN, PURPLE-SPINED SEA",,,,Confidential,Commercial,Arbacia,157906,ACCSP
2022,FLORIDA-EAST,"URCHIN, ROCK BORING",,,,Confidential,Commercial,Echinometra lucunter,157958,ACCSP
2022,FLORIDA-EAST,"URCHIN, SLATE PENCIL","2,725",1,"1,498",Public,Commercial,Eucidaris tribuloides,157826,ACCSP
2022,FLORIDA-EAST,"URCHINS, SEA, ECHINOIDEA (CLASS) **",,,,Confidential,Commercial,Echinoidea,157821,ACCSP
2022,FLORIDA-EAST,"VERTEBRATES, JAWED",,,,Public,Recreational,Gnathostomata ,914179,MRIP
2022,FLORIDA-EAST,"VERTEBRATES, JAWED","139,977",63,"413,808",Public,Commercial,Gnathostomata ,914179,ACCSP
2022,FLORIDA-EAST,WAHOO,"13,578",6,"71,938",Public,Commercial,Acanthocybium solandri,172451,ACCSP
2022,FLORIDA-EAST,WAHOO,"1,209,137",548,,Public,Recreational,,172451,MRIP
2022,FLORIDA-EAST,WEAKFISH,"2,483",1,"8,284",Public,Commercial,Cynoscion regalis,169241,ACCSP
2022,FLORIDA-EAST,WEAKFISH,"23,257",11,,Public,Recreational,,169241,MRIP
2022,FLORIDA-EAST,WITHHELD FOR CONFIDENTIALITY,"760,737",345,"842,591",Public,Commercial,Other,0,ACCSP
2022,FLORIDA-EAST,"WRASSE, CLOWN",,,,Confidential,Commercial,Halichoeres maculipinna,170507,ACCSP
2022,FLORIDA-EAST,"WRASSE, CREOLE",,,,Confidential,Commercial,Clepticus parrae,170496,ACCSP
2022,FLORIDA-EAST,"WRASSE, OTHER **",,,,Confidential,Commercial,Labridae,170477,ACCSP
2022,FLORIDA-EAST,"WRASSE, YELLOWHEAD",75,0,213,Public,Commercial,Halichoeres garnoti,170506,ACCSP
2022,FLORIDA-EAST,WRECKFISH,"22,480",10,"108,448",Public,Commercial,Polyprion americanus,167914,ACCSP
2022,FLORIDA-WEST,"AMBERJACK, GREATER","337,515",153,"779,928",Public,Commercial,Seriola dumerili,168689,ACCSP
2022,FLORIDA-WEST,"AMBERJACK, GREATER","561,763",255,,Public,Recreational,,168689,MRIP
2022,FLORIDA-WEST,"AMBERJACK, LESSER",887,0,"1,586",Public,Commercial,Seriola fasciata,168690,ACCSP
2022,FLORIDA-WEST,AMBERJACKS,,,,Public,Recreational,,168688,MRIP
2022,FLORIDA-WEST,ANCHOVIES,,,,Public,Recreational,,553173,MRIP
2022,FLORIDA-WEST,ANCHOVIES **,,,,Confidential,Commercial,Engraulidae,553173,ACCSP
2022,FLORIDA-WEST,"ANCHOVY, STRIPED",68,0,,Public,Recreational,,161838,MRIP
2022,FLORIDA-WEST,"ANEMONE, OTHER **","17,392",8,"107,530",Public,Commercial,Actiniidae,52541,ACCSP
2022,FLORIDA-WEST,"ANEMONE, RINGED",70,0,27,Public,Commercial,Bartholomea annulata,52774,ACCSP
2022,FLORIDA-WEST,"ANEMONE, SPECKLED","25,542",12,"153,756",Public,Commercial,Phymanthus crucifer,52794,ACCSP
2022,FLORIDA-WEST,"ANEMONE, SUN",,,,Confidential,Commercial,Stichodactyla helianthus,52830,ACCSP
2022,FLORIDA-WEST,"ANEMONE, SUN ZOANTHID **",,,,Confidential,Commercial,Palythoa,52433,ACCSP
2022,FLORIDA-WEST,"ANGELFISH, BLUE","3,752",2,,Public,Recreational,,169626,MRIP
2022,FLORIDA-WEST,"ANGELFISH, BLUE","1,682",1,"34,641",Public,Commercial,Holocanthus bermudensis,169626,ACCSP
2022,FLORIDA-WEST,"ANGELFISH, FRENCH","1,079",0,"20,313",Public,Commercial,Pomacanthus paru,169633,ACCSP
2022,FLORIDA-WEST,"ANGELFISH, GRAY","2,297",1,"39,484",Public,Commercial,Pomacanthus arcuatus,169632,ACCSP
2022,FLORIDA-WEST,"ANGELFISH, QUEEN","2,647",1,"66,814",Public,Commercial,Holacanthus ciliaris,169623,ACCSP
2022,FLORIDA-WEST,ANIMALIA **,413,0,"8,882",Public,Commercial,Animalia,202423,ACCSP
2022,FLORIDA-WEST,"ANIMALS, HYDRALIKE **",,,,Confidential,Commercial,Hydrozoa,48739,ACCSP
2022,FLORIDA-WEST,BALLOONFISH,88,0,781,Public,Commercial,Diodon holocanthus,173392,ACCSP
2022,FLORIDA-WEST,BALLYHOO,,,,Public,Recreational,,165460,MRIP
2022,FLORIDA-WEST,BALLYHOOS **,"755,307",343,"850,537",Public,Commercial,Hemiramphus,165459,ACCSP
2022,FLORIDA-WEST,"BARRACUDA, GREAT","7,215",3,"20,036",Public,Commercial,Sphyraena barracuda,650251,ACCSP
2022,FLORIDA-WEST,"BARRACUDA, GREAT","282,280",128,,Public,Recreational,,650251,MRIP
2022,FLORIDA-WEST,BARRELFISH,"10,294",5,"50,150",Public,Commercial,Hyperoglyphe perciformis,172512,ACCSP
2022,FLORIDA-WEST,BARRELFISH,"134,868",61,,Public,Recreational,,172512,MRIP
2022,FLORIDA-WEST,"BASS, BANK SEA",,,,Confidential,Commercial,Centropristis ocyurus,167690,ACCSP
2022,FLORIDA-WEST,"BASS, BANK SEA","5,620",3,,Public,Recreational,,167690,MRIP
2022,FLORIDA-WEST,"BASS, BLACK SEA","25,414",12,"40,317",Public,Commercial,Centropristis striata,167687,ACCSP
2022,FLORIDA-WEST,"BASS, BLACK SEA","211,046",96,,Public,Recreational,,167687,MRIP
2022,FLORIDA-WEST,"BASS, CHALK",,,,Confidential,Commercial,Serranus tortugarum,167861,ACCSP
2022,FLORIDA-WEST,"BASS, HARLEQUIN",132,0,546,Public,Commercial,Serranus tigrinus,167860,ACCSP
2022,FLORIDA-WEST,"BASS, LANTERN",25,0,81,Public,Commercial,Serranus baldwini,167852,ACCSP
2022,FLORIDA-WEST,"BASS, LARGEMOUTH","20,163",9,,Public,Recreational,,168160,MRIP
2022,FLORIDA-WEST,"BASS, LONGTAIL",54,0,224,Public,Commercial,Hemanthias leptus,167800,ACCSP
2022,FLORIDA-WEST,"BASS, PEPPERMINT",,,,Confidential,Commercial,Liopropoma rubre,167820,ACCSP
2022,FLORIDA-WEST,"BASS, ROCK SEA","4,326",2,"6,313",Public,Commercial,Centropristis philadelphica,167691,ACCSP
2022,FLORIDA-WEST,"BASS, WRASSE",,,,Confidential,Commercial,Liopropoma,167818,ACCSP
2022,FLORIDA-WEST,"BASSES, MIXED SEA",,,,Public,Recreational,,167686,MRIP
2022,FLORIDA-WEST,"BASSES, MIXED SEA **",71,0,173,Public,Commercial,Centropristis,167686,ACCSP
2022,FLORIDA-WEST,"BATFISH, OTHER **",162,0,394,Public,Commercial,Halieutichthys,164593,ACCSP
2022,FLORIDA-WEST,BEAUGREGORY,255,0,554,Public,Commercial,Stegastes,615345,ACCSP
2022,FLORIDA-WEST,"BEAUTY, ROCK","2,565",1,"25,855",Public,Commercial,Holacanthus tricolor,169625,ACCSP
2022,FLORIDA-WEST,"BIGEYE, SHORT",254,0,,Public,Recreational,,168190,MRIP
2022,FLORIDA-WEST,BIGEYES **,56,0,91,Public,Commercial,Priacanthidae,168176,ACCSP
2022,FLORIDA-WEST,"BISCUIT, INFLATED SEA",,,,Confidential,Commercial,Clypeaster prostratus,157988,ACCSP
2022,FLORIDA-WEST,"BISCUITS, SEA **",91,0,"1,212",Public,Commercial,Clypeaster,157987,ACCSP
2022,FLORIDA-WEST,"BLENNY, BANDED",,,,Confidential,Commercial,Paraclinus fasciatus,171430,ACCSP
2022,FLORIDA-WEST,"BLENNY, BARRED",,,,Confidential,Commercial,Hypleurochilus bermudensis,171200,ACCSP
2022,FLORIDA-WEST,"BLENNY, FLORIDA",35,0,277,Public,Commercial,Chasmodes saburrae,171165,ACCSP
2022,FLORIDA-WEST,"BLENNY, GLASS",,,,Confidential,Commercial,Emblemariopsis diaphanus,638337,ACCSP
2022,FLORIDA-WEST,"BLENNY, HAIRY",,,,Confidential,Commercial,Labrisomus nuchipinnis,171415,ACCSP
2022,FLORIDA-WEST,"BLENNY, MARBLED",,,,Confidential,Commercial,Paraclinus marmoratus,171433,ACCSP
2022,FLORIDA-WEST,"BLENNY, OTHER **","2,567",1,"7,734",Public,Commercial,Blenniidae,171124,ACCSP
2022,FLORIDA-WEST,"BLENNY, REDLIP",,,,Confidential,Commercial,Ophioblennius atlanticus,171203,ACCSP
2022,FLORIDA-WEST,"BLENNY, SADDLED",31,0,64,Public,Commercial,Malacoctenus triangulatus,171423,ACCSP
2022,FLORIDA-WEST,"BLENNY, SAILFIN",247,0,"1,046",Public,Commercial,Emblemaria pandionis,171405,ACCSP
2022,FLORIDA-WEST,BLUEFISH,"24,536",11,"17,563",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2022,FLORIDA-WEST,BLUEFISH,"497,853",226,,Public,Recreational,,168559,MRIP
2022,FLORIDA-WEST,BLUEHEAD,689,0,"1,757",Public,Commercial,Thalassoma bifasciatum,170568,ACCSP
2022,FLORIDA-WEST,BOXFISHES **,,,,Confidential,Commercial,Ostraciidae,173235,ACCSP
2022,FLORIDA-WEST,"BREAM, RED",,,,Confidential,Commercial,Beryx decadactylus,166155,ACCSP
2022,FLORIDA-WEST,"BROTULA, BEARDED","1,991",1,,Public,Recreational,,164818,MRIP
2022,FLORIDA-WEST,"BROTULA, KEY",,,,Confidential,Commercial,Ogilbia,164966,ACCSP
2022,FLORIDA-WEST,BRYOZOA,,,,Confidential,Commercial,Bryozoa ,155469,ACCSP
2022,FLORIDA-WEST,"BUMPER, ATLANTIC",,,,Confidential,Commercial,Chloroscombrus chrysurus,168670,ACCSP
2022,FLORIDA-WEST,"BUMPER, ATLANTIC",,,,Public,Recreational,,168670,MRIP
2022,FLORIDA-WEST,"BURRFISH, STRIPED",677,0,"1,136",Public,Commercial,Chilomycterus schoepfii,615846,ACCSP
2022,FLORIDA-WEST,BURRFISHES,"1,862",1,"1,090",Public,Commercial,Chilomycterus spp.,173383,ACCSP
2022,FLORIDA-WEST,"BUTTERFISH, GULF",385,0,353,Public,Commercial,Peprilus burti,172568,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, BANDED",291,0,"1,790",Public,Commercial,Chaetodon striatus,169563,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, BANK",,,,Confidential,Commercial,Prognathodes aya,646776,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, FOUREYE",731,0,"2,857",Public,Commercial,Chaetodon capistratus,169558,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, LONGSNOUT",,,,Confidential,Commercial,Prognathodes aculeatus,169593,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, REEF",395,0,"1,554",Public,Commercial,Chaetodon sedentarius,169562,ACCSP
2022,FLORIDA-WEST,"BUTTERFLYFISH, SPOTFIN",107,0,516,Public,Commercial,Chaetodon ocellatus,169556,ACCSP
2022,FLORIDA-WEST,"Bass, Striped, Bass, White","21,085",10,,Public,Recreational,"Morone Saxatilis, Morone Chrysops","167680,167682",MRIP
2022,FLORIDA-WEST,"CARDINALFISH, TWOSPOT",,,,Confidential,Commercial,Apogon pseudomaculatus,168207,ACCSP
2022,FLORIDA-WEST,CARDINALFISHES **,179,0,400,Public,Commercial,Apogonidae,168196,ACCSP
2022,FLORIDA-WEST,"CASSIOPEA, JAMAICAN",378,0,"1,330",Public,Commercial,Cassiopea xanthochana,51774,ACCSP
2022,FLORIDA-WEST,"CATFISH, GAFFTOPSAIL","440,782",200,,Public,Recreational,,164159,MRIP
2022,FLORIDA-WEST,"CATFISH, HARDHEAD","336,737",153,,Public,Recreational,,680665,MRIP
2022,FLORIDA-WEST,"CATFISHES, SEA",,,,Public,Recreational,,164157,MRIP
2022,FLORIDA-WEST,"CATFISHES, SEA **","3,318",2,"6,119",Public,Commercial,Ariidae,164157,ACCSP
